ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
861,0.008,0.000,0.183,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:1645(callHandlers)
16,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:1675(getEffectiveLevel)
7044,0.008,0.000,0.008,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:1689(isEnabledFor)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:2018(getLogger)
5,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\__init__.py:38(__getattr__)
2135,0.003,0.000,0.003,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\traceback.py:292(walk_stack)
422,0.001,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:269(_conv_type_shape)
24,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\ImageMode.py:23(__init__)
5,0.000,0.000,0.015,0.003,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:341(preinit)
87354,0.387,0.000,0.387,0.000,{built-in method torch._C._get_tracing_state}
7174,70.282,0.010,70.282,0.010,{method 'contiguous' of 'torch._C._TensorBase' objects}
844,0.003,0.000,0.003,0.000,{method 'cpu' of 'torch._C._TensorBase' objects}
24054,0.063,0.000,0.063,0.000,{method 'dim' of 'torch._C._TensorBase' objects}
1266,0.005,0.000,0.005,0.000,{method 'numpy' of 'torch._C._TensorBase' objects}
6752,0.045,0.000,0.045,0.000,{method 'size' of 'torch._C._TensorBase' objects}
845,1.111,0.001,1.111,0.001,{method 'to' of 'torch._C._TensorBase' objects}
1266,0.489,0.000,0.489,0.000,{method 'add_' of 'torch._C._TensorBase' objects}
422,0.016,0.000,0.016,0.000,{method 'any' of 'torch._C._TensorBase' objects}
5486,0.201,0.000,0.201,0.000,{method 'chunk' of 'torch._C._TensorBase' objects}
422,1.014,0.002,1.014,0.002,{method 'clone' of 'torch._C._TensorBase' objects}
422,1.039,0.002,1.039,0.002,{method 'div' of 'torch._C._TensorBase' objects}
422,0.385,0.001,0.385,0.001,{method 'div_' of 'torch._C._TensorBase' objects}
422,0.002,0.000,0.002,0.000,{method 'is_floating_point' of 'torch._C._TensorBase' objects}
422,0.007,0.000,0.007,0.000,{method 'permute' of 'torch._C._TensorBase' objects}
422,0.740,0.002,0.740,0.002,{method 'sub_' of 'torch._C._TensorBase' objects}
422,0.009,0.000,0.009,0.000,{method 'unbind' of 'torch._C._TensorBase' objects}
23210,0.403,0.000,0.403,0.000,{method 'view' of 'torch._C._TensorBase' objects}
844,0.018,0.000,0.018,0.000,{built-in method as_tensor}
423,0.009,0.000,0.009,0.000,{built-in method from_numpy}
1266,0.008,0.000,0.008,0.000,{built-in method feature_dropout}
15614,64.386,0.004,64.386,0.004,{built-in method relu_}
1266,2.317,0.002,2.317,0.002,{built-in method sigmoid}
6752,0.091,0.000,0.091,0.000,{built-in method transpose}
424,0.011,0.000,0.011,0.000,{built-in method unsqueeze}
844,0.020,0.000,0.020,0.000,{built-in method zeros}
24898,1451.484,0.058,1451.484,0.058,{built-in method conv2d}
23632,143.579,0.006,143.579,0.006,{built-in method batch_norm}
7596,71.708,0.009,71.708,0.009,{built-in method cat}
1266,1.694,0.001,1.694,0.001,{built-in method exp}
1266,9.778,0.008,9.778,0.008,{built-in method pixel_shuffle}
422,0.002,0.000,0.013,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\_tensor.py:632(__iter__)
422,0.001,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\_tensor.py:674(__array__)
86932/844,2.251,0.000,2029.038,2.404,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\nn\modules\module.py:1096(_call_impl)
183992,0.334,0.000,0.334,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\nn\modules\module.py:1164(__getattr__)
1266,0.012,0.000,0.025,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\nn\functional.py:1184(dropout2d)
15614,0.070,0.000,64.470,0.004,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\nn\functional.py:1288(relu)
23632,0.205,0.000,143.856,0.006,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\nn\functional.py:2251(batch_norm)
1266,0.002,0.000,0.004,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\_VF.py:25(__getattr__)
422,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\_jit_internal.py:957(is_scripting)
24898,0.233,0.000,1451.941,0.058,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\nn\modules\conv.py:445(forward)
24898,0.143,0.000,1451.627,0.058,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\nn\modules\conv.py:437(_conv_forward)
15614,0.082,0.000,64.552,0.004,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\nn\modules\activation.py:97(forward)
10128,0.040,0.000,0.060,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\nn\modules\container.py:131(__iter__)
10128/2110,139.989,0.014,1900.453,0.901,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\nn\modules\container.py:139(forward)
422,0.002,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\nn\modules\container.py:210(__iter__)
23632,0.430,0.000,144.598,0.006,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\nn\modules\batchnorm.py:134(forward)
23632,0.062,0.000,0.125,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\nn\modules\batchnorm.py:406(_check_input_dim)
422,0.004,0.000,0.005,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\autograd\grad_mode.py:119(__init__)
422,0.002,0.000,0.004,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\autograd\grad_mode.py:124(__enter__)
422,0.002,0.000,0.004,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\autograd\grad_mode.py:128(__exit__)
844,0.003,0.000,0.004,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\autograd\grad_mode.py:213(__init__)
844,0.003,0.000,0.023,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\autograd\profiler.py:426(__init__)
844,0.005,0.000,0.023,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\autograd\profiler.py:434(__enter__)
844,0.006,0.000,0.017,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\autograd\profiler.py:438(__exit__)
1266,0.005,0.000,0.030,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\nn\modules\dropout.py:99(forward)
1266,0.006,0.000,9.784,0.008,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\nn\modules\pixelshuffle.py:52(forward)
2,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\mathtext.py:423(__init__)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:168(__init__)
5627,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:175(open_group)
5627,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:182(close_group)
427,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:467(get_image_magnification)
1485,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:655(flipy)
5200,0.008,0.000,0.150,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:674(new_gc)
5200,0.049,0.000,0.142,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:751(__init__)
5200,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:792(restore)
5200,0.003,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:819(get_clip_path)
5200,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:834(get_dashes)
5200,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:874(get_snap)
3918,0.006,0.000,0.010,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:885(set_alpha)
2647,0.003,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:902(set_antialiased)
2647,0.004,0.000,0.007,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:907(set_capstyle)
3491,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:918(set_clip_rectangle)
5200,0.014,0.000,0.053,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:922(set_clip_path)
2647,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:927(set_dashes)
8050,0.009,0.000,0.020,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:953(set_foreground)
2006,0.002,0.000,0.004,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:973(set_joinstyle)
2647,0.003,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:984(set_linewidth)
4559,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:988(set_url)
427,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:992(set_gid)
3288,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:996(set_snap)
5200,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:1011(get_hatch)
5200,0.005,0.000,0.007,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:1015(get_hatch_path)
5200,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:1022(get_hatch_color)
5200,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:1030(get_hatch_linewidth)
5200,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:1034(get_sketch_params)
427,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:1244(__init__)
427,0.001,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:1272(__init__)
4,0.000,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\spines.py:34(__init__)
427,0.012,0.000,49.554,0.116,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:1627(wrapper)
2,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:1715(__init__)
434,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:1733(<lambda>)
2,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:1737(_fix_ipython_backend2gui)
427,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:1771(is_saving)
427,0.003,0.000,0.007,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:1788(draw_event)
427,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:2030(draw)
427,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:2083(_get_output_canvas)
427,0.023,0.000,50.242,0.118,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:2119(print_figure)
6,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:2329(mpl_connect)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:2384(mpl_disconnect)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:2761(notify_axes_change)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:2742(__init__)
28724/13528,0.015,0.000,10.596,0.001,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\spines.py:200(_ensure_position_is_set)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:2900(__init__)
854,0.006,0.000,0.060,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:3017(_wait_cursor_for_draw_cm)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:3327(update)
4,0.000,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\spines.py:206(register_axis)
1692,0.004,0.000,17.636,0.010,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\spines.py:219(clear)
1,0.000,0.000,0.854,0.854,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:3538(new_figure_manager)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backend_bases.py:3554(draw_if_interactive)
1692,0.011,0.000,10.588,0.006,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\spines.py:294(set_position)
2,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\widgets.py:34(__init__)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_pylab_helpers.py:34(get_fig_manager)
2,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_pylab_helpers.py:56(<genexpr>)
1,0.000,0.000,0.002,0.002,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_pylab_helpers.py:45(destroy)
2,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_pylab_helpers.py:73(<genexpr>)
1,0.000,0.000,0.002,0.002,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_pylab_helpers.py:70(destroy_fig)
5,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_pylab_helpers.py:105(get_active)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_pylab_helpers.py:110(_set_new_active_manager)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_pylab_helpers.py:123(set_active)
23632,0.029,0.000,0.053,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torch\backends\__init__.py:31(__get__)
861,0.001,0.000,0.001,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\multiprocessing\process.py:37(current_process)
861,0.001,0.000,0.001,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\multiprocessing\process.py:189(name)
844,0.018,0.000,0.018,0.000,{built-in method torch._ops.profiler._record_function_enter}
844,0.012,0.000,0.012,0.000,{built-in method torch._ops.profiler._record_function_exit}
408,0.007,0.000,0.007,0.000,{built-in method scipy.spatial._distance_pybind.cdist_euclidean}
427,0.004,0.000,0.006,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:413(_getdecoder)
427,0.002,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:436(_getencoder)
854,0.005,0.000,0.005,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:524(__init__)
844,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:537(__getattr__)
2542,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:556(size)
427,0.006,0.000,0.008,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:560(_new)
5,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:622(_ensure_mutable)
422,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:700(ArrayData)
422,0.014,0.000,1.055,0.002,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:684(__array__)
422,0.019,0.000,0.692,0.002,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:720(tobytes)
427,0.004,0.000,0.288,0.001,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:788(frombytes)
432,0.001,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:814(load)
422,0.001,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:1254(getbands)
5,0.000,0.000,0.032,0.006,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:2158(save)
1281,0.003,0.000,0.004,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:2651(_check_size)
427,0.006,0.000,0.455,0.001,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:2669(new)
427,0.005,0.000,0.750,0.002,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:2708(frombytes)
427,0.003,0.000,0.754,0.002,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:2746(frombuffer)
427,0.016,0.000,0.815,0.002,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:2799(fromarray)
6,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:3138(register_open)
6,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:3153(register_mime)
6,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:3164(register_save)
2,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:3175(register_save_all)
13,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:3187(register_extension)
3,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\Image.py:3198(register_extensions)
422,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\ImageMode.py:33(getmode)
5,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\PIL\_util.py:5(isPath)
6752,0.160,0.000,70.117,0.010,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torchvision\models\shufflenetv2.py:21(channel_shuffle)
422,0.138,0.000,5.290,0.013,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torchvision\transforms\transforms.py:90(__call__)
422,0.007,0.000,2.225,0.005,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torchvision\transforms\transforms.py:218(forward)
422,0.000,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torchvision\transforms\functional.py:91(_is_numpy)
422,0.677,0.002,5.152,0.012,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torchvision\transforms\functional.py:101(to_tensor)
422,0.034,0.000,2.217,0.005,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torchvision\transforms\functional.py:311(normalize)
422,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\torchvision\transforms\functional_pil.py:14(_is_pil_image)
422,0.006,0.000,0.023,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\transforms\annotations.py:32(__call__)
422,0.002,0.000,0.008,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\transforms\annotations.py:13(normalize_annotations)
422,0.540,0.001,8.090,0.019,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\transforms\compose.py:8(__call__)
844,0.006,0.000,7.528,0.009,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\transforms\image.py:18(__call__)
422,0.002,0.000,1907.960,4.521,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\network\basenetworks.py:23(forward)
6752,54.628,0.008,1793.847,0.266,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\network\basenetworks.py:111(forward)
422,7.461,0.018,1907.954,4.521,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\network\basenetworks.py:165(forward)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\network\heads.py:14(index_field_torch)
844,0.002,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\network\heads.py:36(selector)
844,0.018,0.000,0.040,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\network\heads.py:47(<listcomp>)
844,0.004,0.000,1.931,0.002,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\network\heads.py:45(concat_fields)
844,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\network\heads.py:55(concat_heads)
422,0.004,0.000,0.714,0.002,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\network\heads.py:69(<listcomp>)
422,0.004,0.000,1.227,0.003,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\network\heads.py:71(<listcomp>)
422,1.194,0.003,3.627,0.009,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\network\heads.py:65(forward)
1688,0.002,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\network\heads.py:229(n_fields)
422,0.008,0.000,112.075,0.266,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\network\nets.py:28(<listcomp>)
3376,0.005,0.000,0.006,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\network\heads.py:248(n_fields)
422,1.715,0.004,2025.860,4.801,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\network\nets.py:20(forward)
1266,1.512,0.001,112.049,0.089,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\network\heads.py:406(forward)
